5709198266,pmicaele,7348214473533946473
5894826484,Good_vibsss,8851320136922090897
5975105344,Amandamartini,3923064362805992862
6149544951,Yurycastro25,-9108358356944276721
6345408002,,7004052029415355483
6390679206,Saulo1989,-8898142848495386873
6635264103,midiamidia,8098673268595199303
6844186989,Zacariasmachado,-3758759478612500584
6924781933,rn_piloto,7965184543446727325
7081416375,,-1753920429711290888
7880051473,,-1639713141070685271
7892047797,,5987566940077508342
7996440762,,8130101629057724612
750681822,Mago_da_Bet_01,-7103708336587796908
1824581725,milaolympio33,1788075607892010147
2065079133,akinakinozu19090,-3772435880782487375
5044235870,DaniloSobrinho77,-2417040423244333226
5117030207,Miriamalessandra22,-673859710968389590
5477408745,Vebessa,3441656298497467453
5562985305,,-1019009158227463927
6073997365,Cypselous1987,-5090487370992336872
6463027103,,106213142371175326
6596775186,liiilth,-4850438440931955219
6676462587,,969030709533249191
7392360567,opx_yasz,1684216839179087036
7609694577,fibros1,-604890627091109540
343488133,Glauber1,-5608354434865707172
603742145,,5015438279488249406
1137908134,DRIKAACS,5801026319043701400
1598129118,Lutervan,659260187478134718
1602014586,Johnn86,1652627562021954038
1770825867,,-7854781592815275464
1868750301,DenyLopes,-1679686346233524161
2025291119,AliceOliveiraah,5401053289170539071
2041227411,deiriane,-8887838735565285318
5744755823,,-4857610337154847416
5813758424,anapaulahh00,-9161804256543640564
6307759898,mariaaparecidadasilva,-4540540720345175675
6719858279,Luizlima21palestra,2520725568850162
6787938116,liliana_vip,-1616531543486025641
7446679855,OliveiraRad,156669872337430989
7981468057,,-2077434121049110036
8041189910,,8590252229028897088
8164766545,,2436528974138219370
8172439576,,-6944521907266174042
182243073,,7954492089176976838
722533937,Chumovskii,-1020302092112602641
772590373,JASNporAi,5512081086252943685
811707847,Souza1234566,-4816299110639474136
1574398395,GiltonFcisco,-8528369470017133086
1734732315,vicsantos213,4702655158815600041
1813883910,,-5862546849123496217
1817122505,menezesscrl,-3546333335694694015
2057007452,CiqueiraSanttos,-6010983657313354494
5029500304,maduhsales,7248707078184402426
5047691673,,4420373024113807879
5059002521,Closed157,-5764594065548407213
5163245836,Jefferson519,2755907211225669250
5328189298,,7390670181252694632
6249157841,Jocelaine04,8368058905536861422
6335381179,,-6608097891531199681
6410305907,,-7882804807901511688
6757934504,,-5655287345937031400
8112923105,,-550775876388990117
1249636248,Tkjackson,104517384873151564
1382016728,Reginalo,6766417458068290865
1562672408,savrest,441837179240927176
1714503296,,7198862624864571331
2048884360,mitchaeltanis,3812200193821293144
5430204215,,7187581353457214032
5674058309,Franzinhaleal,1098223194142190789
5716028798,kkkkkkkkyiii,-508169998868897220
6040686968,Paulito445,-8344457658711243704
6207277475,Ruivagst,-3349667151232390621
6781491800,Fabymenese,-3403642589660714082
6988136994,,-5904137278372585064
7614620448,,1381741840264948126
7698800313,,-8510082496826922090
7733608915,,-7498268512251175380
7855533414,,-1221541901260567211
8174674024,,-1909860692941818187
1622232334,,-5398756132178772586
5729982745,,4974952873479978202
2103840642,Helivelton_matias,2707660553750563646
7783669428,,-1336338682950097339
6577395382,ZecaGalhao01,-7052080561212935002
7447957189,manuellapereira37167,575606810336838181
6483067259,,-6492830086911941462
5628824444,Camilaguimaraestc,6846076164624135662
6323968863,Lorenacorreia08,2641101969986084155
8063757375,,-3777479239427752674
5073574750,,1236929231738490163
6720429859,,-7806129863930377917
7367893094,,5369407476646111030
7574635747,,-1279450606801991529
1069012432,CamilaRafaellys,-5864562887412192915
2080765356,,4641061507409790714
7920935788,,8569596708468387845
8097199142,,8209941434925008400
5020790225,,-975724273962229750
5829792189,Achadosdlua,3741795430261281340
7617620154,Onara_rrocha,-885953334068767803
1477654813,Iris_Karolliny,3799577903147787722
6125497363,,1629403323513671123
6472076573,,-7055270360733399611
7744882832,Anaaa677,-7463638107133653230
7302817267,Vanessa_Rafaela6,-2908839510228521485
6500177843,EliomaraBarroso,4640458007612819817
6471720357,DayaneFernandes,-7958968333516705095
944512813,,-8343972379305701374
1643291589,srtacas,-7927286497636808296
7464264034,,-1759549132867731645
6353643994,,-5912703729307400285
6382808829,francielybrito,4485113112217407684
8025334761,,809007985332498321
1792521076,,-5350311843413366331
7177342562,JAQUELINE_086,-9176207866903152764
5792413758,Pirocapravoce,-4863811248125502113
1055743090,,-3934903728258305324
7031503536,,493174351501591832
6471807970,,9048014705382758144
6695545072,,911181668372630470
6728363297,,6474453619624346709
6948421559,,-8732821480989383220
7627039626,,6121551431412375294
6160233825,,-8133554776135116770
7662413518,,7557402440606664608
6586369770,,-927973724684427407
1177227901,acamilanobrega,1052660148454459510
7629430643,simone_machado224mk,3674622042071131767
5511277840,,1141580172164053330
5669836079,,-2970542810366977234
1221145123,lubarelli,3522112509168968322
1183178680,,5757376004753693632
5336914817,,524726461792762042
1919684636,liviaf84,-716456956128287235
7293732236,,-8999878367489790947
7729858311,LoKaylane,5852762265880901406
6121425888,Michelealves3,7998429297888890526
7841826501,renata_gifoni,-4740615805861055622
6930083083,,2553389303817639768
943365008,clau161168,7056313517692084013
5360289683,MMarciooo,3996623204169613449
7980015045,,6892076645870044845
6389074155,samara_kb,-672209207259093906
6571116308,vinibento_12,-7344979171355974208
6970922751,Adilsonmebros2,1645754422006450291
7006145442,,-41717871241484957
1033505811,,-3837397481485215243
7793760207,,2194958141965162829
896932902,,4337599059335259285
7821038618,,4831311977377380207
5293472935,,-4591132395011757498
247090702,,437614684732820586
6741882639,,4712042109274131500
7446057551,,3546636950930793457
1232316924,Rcorrea17,7574204616802025339
7925575438,,-8924517892143729717
5659500704,deniarteira,9032641071366730586
5727612338,,6694771753106081800
7227938932,,427805350845551906
7012276289,Priscila_Karolaine,8525940011589986574
1971077735,,6044649434456292100
2137816395,,-5764696994552073516
5122160405,Leosousa2101,-6486961319392072756
5244017371,,-1706458074100200931
5492356815,Euzinha223,1119399128101738634
6511419022,,8421794324284316831
6534341149,,3055417260749440948
6616353085,LuizDorini1,-113430728632529122
6640066240,,4479363834755755673
6644227010,,3195488252977979866
6782077932,,8751274496788232184
1179577689,,-774491290989091568
1270971404,kathleenmor,6781509999567619199
1309805651,,-7376568428572204862
1511969925,,-660177255174165815
1747658585,,7385554316431154804
1968679966,,3922413763290530835
1973084332,warleykdu,3922107799109849781
5147849652,,1726561906894852294
5166321785,,9084650784250911777
5351367090,,9158469818680426824
6068766013,,-2919051876327268738
6489183595,,-5626638673742593352
6494523737,,-1882138242262811814
6508937090,,-7175595240388892504
6696045158,,-6905809284353317701
6839368464,,-4884876626252784240
7061986942,,-8792246136466900754
7064306181,,-4980798527149743227
7301332367,fabyuzimsam,-382799053061803333
998144999,,6672930011501683122
1565591196,,-6091413531348617862
1953615877,BergSilva7,-2236251761404847412
5337958928,dhDcurBVV,-7921075880370389139
5657839387,,-827755613002178007
5943233370,Analucia74,5061744864791682862
6067702714,,8275783322930591049
6121708117,,3636655591135492831
6151924078,,-729662295342400589
6369011272,,3300787719806523775
6486633750,,-361531498089866506
6645625051,,6531362828281251654
6808238815,,-8483018442905075301
6823044384,,1644339552725155859
1318828095,Brulimass,5365904732506918974
1653234595,,963270663941095843
5363203363,,3196779645111104871
